subjid,te,actual,reported,naive
44,1,14,11,1
44,0,14,17.7752,1
44,0,14,18.3521,1
44,0,7,9.40872,1
44,0,30,41.6255,1
44,0,30,38.7015,1
44,0,3,3.78236,1
44,0,64,78.5686,1
44,0,14,19.0767,1
44,0,30,37.6266,1
44,0,3,3.36379,1
44,0,7,8.42861,1
44,0,7,8.40765,1
44,0,3,3.70908,1
44,0,64,81.2727,1
44,0,64,69.1874,1
45,1,64,43,1
45,1,30,22,1
45,1,3,3,1
45,1,7,5,1
45,1,3,3,1
45,1,64,42,1
45,1,14,10,1
45,1,64,42,1
45,1,3,2,1
45,1,7,5,1
45,1,14,9,1
45,1,30,24,1
45,1,7,6,1
45,1,30,23,1
45,1,14,12,1
45,0,3,3.20384,1
45,0,7,9.25544,1
45,0,14,19.5391,1
45,0,64,0.123835,1
45,0,30,43.4539,1
45,0,14,20.0467,1
45,0,7,10.1996,1
45,0,64,91.5124,1
45,0,30,42.1516,1
45,0,7,10.3751,1
45,0,3,5.00885,1
45,0,30,44.3007,1
45,0,3,3.32736,1
45,0,14,19.2255,1
45,0,64,87.9926,1
46,1,64,80,1
46,1,30,64,1
46,1,14,12,1
46,1,3,4,1
46,1,64,66,1
46,1,3,3,1
46,1,7,12,1
46,1,14,15,1
46,1,14,18,1
46,1,3,8,1
46,1,7,8,1
46,1,64,84,1
46,1,30,34,1
46,1,7,10,1
46,1,30,30,1
46,0,64,1.53868,1
46,0,3,1.90525,1
46,0,30,0.687239,1
46,0,64,0.780293,1
46,0,14,11.8982,1
46,0,30,15.3013,1
46,0,64,13.3625,1
46,0,30,15.1987,1
46,0,3,1.69626,1
46,0,14,13.3643,1
46,0,7,3.72441,1
46,0,14,8.22459,1
46,0,7,3.20167,1
46,0,7,3.25203,1
46,0,3,1.4173,1
47,1,7,5,1
47,1,14,7,1
47,1,64,35,1
47,1,30,20,1
47,1,64,45,1
47,1,14,14,1
47,1,7,5,1
47,1,3,2,1
47,1,64,38,1
47,1,3,2,1
47,1,30,17,1
47,1,30,15,1
47,1,14,7,1
47,1,7,4,1
47,1,3,2,1
47,0,30,53.1836,1
47,0,14,25.5963,1
47,0,30,24.7121,1
47,0,14,16.8268,1
47,0,7,6.80197,1
47,0,64,58.6963,1
47,0,7,8.13224,1
47,0,7,8.13673,1
47,0,64,43.6402,1
47,0,3,2.68671,1
47,0,30,24.7631,1
47,0,3,2.44554,1
47,0,3,3.56208,1
47,0,64,38.3399,1
47,0,14,16.7338,1
48,1,3,3,1
48,1,7,7,1
48,1,64,62,1
48,1,3,3,1
48,1,64,61,1
48,1,64,59,1
48,1,7,7,1
48,1,30,27,1
48,1,7,7,1
48,1,3,3,1
48,1,14,13,1
48,1,14,13,1
48,1,30,27,1
48,1,30,27,1
48,1,14,12,1
48,0,64,74.27,1
48,0,7,8.00675,1
48,0,30,34.4618,1
48,0,7,7.70394,1
48,0,14,15.84,1
48,0,30,32.6672,1
48,0,14,15.2302,1
48,0,3,2.73164,1
48,0,14,15.0358,1
48,0,64,72.0401,1
48,0,30,34.4277,1
48,0,64,11.4343,1
48,0,7,7.47333,1
48,0,3,2.87417,1
48,0,3,2.79239,1
49,1,7,7,1
49,1,64,58,1
49,1,30,26,1
49,1,14,13,1
49,1,14,12,1
49,1,30,28,1
49,1,64,61,1
49,1,14,13,1
49,1,7,7,1
49,1,7,6,1
49,1,3,2,1
49,1,30,25,1
49,1,3,3,1
49,1,64,59,1
49,1,3,3,1
49,0,64,69.2254,1
49,0,14,14.7324,1
49,0,14,15.0713,1
49,0,30,32.0599,1
49,0,7,7.32564,1
49,0,30,31.7962,1
49,0,64,65.9041,1
49,0,3,2.52568,1
49,0,3,2.62008,1
49,0,64,64.6869,1
49,0,3,2.71179,1
49,0,30,31.039,1
49,0,7,6.84678,1
49,0,14,13.2148,1
49,0,7,6.29919,1
50,1,64,58,1
50,1,7,7,1
50,1,14,14,1
50,1,30,28,1
50,1,30,25,1
50,1,7,6,1
50,1,7,5,1
50,1,3,2,1
50,1,14,11,1
50,1,14,10,1
50,1,64,48,1
50,1,3,2,1
50,1,64,49,1
50,1,30,26,1
50,1,3,5,1
50,0,7,8.87547,1
50,0,14,16.8212,1
50,0,64,76.4278,1
50,0,30,34.3057,1
50,0,3,3.60285,1
50,0,30,36.7956,1
50,0,64,63.1242,1
50,0,14,15.1945,1
50,0,14,12.6557,1
50,0,3,3.22021,1
50,0,30,42.6895,1
50,0,64,65.6021,1
50,0,7,5.51111,1
50,0,3,3.57135,1
50,0,7,8.88454,1
